COURSE,SCREENCAST TITLE,DESCRIPTION,DURATION,URL,VIEWS,CUSTOM TOPIC ORDER,TOPICS,SUBTOPIC,YET ANOTHER SUBTOPIC,INTRO/EXAMPLE?,INTERACTIVE? ,FEATURED?,EXAM REVIEW,FE EXAM,ABRIDGED DESCRIPTION,TEXTBOOK-1,SECTION-1,TEXTBOOK-2,SECTION-2,TEXTBOOK-3,SECTION-3,TEXTBOOK-4,SECTION-4
Kinetics and Reactor Design,CSTR Conversion Based on Batch Data,"Shows how to use batch data to determine a rate constant, which is used to size a CSTR. ",7:47,http://www.youtube.com/watch?v=zoMQuq-OfZs&feature=share&list=PL25CBC8287575CFB4&index=160,490,18,Rate Expressions,Analyzing Rate Data,,example,,,,,"shows how to use batch data to determine a rate constant, which is used to size a CSTR",Fogler1st,5.3,Rawlings1st,,Hill2nd,8.0,,
Kinetics and Reactor Design,Determining Rate Order,"Using a natural log-natural log plot and reaction information, determine the reaction order and rate constant associated with one of the reagents.",4:03,https://www.youtube.com/watch?v=QYn5ce5VNgA,2223,18,Rate Expressions,Analyzing Rate Data,,example,,,,12.1,use natural log-natural log plot and reaction information to determine rate constant,Fogler1st,7.1,Rawlings1st,,Hill2nd,3.0,,
Kinetics and Reactor Design,Differential Analysis: Determining a Rate Law (Batch Reactor),Determine the rate law for a reaction occurring in a batch reactor using differential analysis.,7:37,https://www.youtube.com/watch?v=fM8EJjn6Xp8,839,18,Rate Expressions,Analyzing Rate Data,,example,,,,,determine the reaction rate in an isothermal PFR,Fogler1st,7.4,Rawlings1st,,Hill2nd,3.0,,
Kinetics and Reactor Design,Differential Data Analysis,Determine the rate order and rate constant by performing differential data analysis.,3:48,https://www.youtube.com/watch?v=-O2JGXD9emE,588,18,Rate Expressions,Analyzing Rate Data,,intro,,,,,determine the rate order and rate constant from performing a differential data analysis,Fogler1st,7.4,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Differential PBR Data,"Using differential reactor data for a packed bed reactor, determine the rate law expression for a catalyst driven gas phase reaction.",7:49,https://www.youtube.com/watch?v=Q38XiPQMDok,301,18,Rate Expressions,Analyzing Rate Data,,example,,,,,use differential reactor data for packed bed reactor to determine rate law,Fogler1st,7.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Differential Reactor Analysis,"Uses differential reactor data to develop a rate law for a particular reaction, and on the basis of that rate law predicts what the results of other experiments should be.",9:45,http://youtu.be/sISjAo-b0H4?list=PL25CBC8287575CFB4,64,18,Rate Expressions,Analyzing Rate Data,,example,,,,,uses differential reactor data to develop a rate law for a particular reaction,Fogler1st,7.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Differential Reactor Data  (PBR),Find the rate expression given differential reactor data for a gas phase reaction through a packed catalyst reactor.,7:00,https://www.youtube.com/watch?v=8ZCqkyMJqsU,399,18,Rate Expressions,Analyzing Rate Data,,example,,,,,find the rate expression given differential reactor data for a gas phase reaction through a packed catalyst reactor,Fogler1st,7.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Least Squares Method,A continuation of the Differential Reactor Data in a Batch Reactor screencast but using a least square error comparison as another method to determine rate law expressions.,5:16,https://www.youtube.com/watch?v=yVkpq20OtcE,2911,18,Rate Expressions,Analyzing Rate Data,,intro,,,,,continuation of the Differential reactor data in a batch reactor screencast,Fogler1st,7.5,Rawlings1st,,Hill2nd,3.0,,
Kinetics and Reactor Design,Non-Linear Regression Introduction,Uses non-linear regression to obtain kinetic parameters from kinetic data obtained from an isothermal CSTR. POLYMATH is used to carry out the regression.,4:57,https://www.youtube.com/watch?v=G5JZsVjCYbY,3014,18,Rate Expressions,Analyzing Rate Data,,intro,,,,,uses non-linear regression to obtain kinetic parameters of an isothermal CSTR,Fogler1st,7.5,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Non-Linear Regression/POLYMATH,Demonstrates how to use POLYMATH software to carry out non-linear regression to determine kinetic parameters from tabulated data. Uses the same data presented in the screencast titled Non-Linear Regression Introduction.,3:23,https://www.youtube.com/watch?v=1hbPaI7op-4,2039,18,Rate Expressions,Analyzing Rate Data,,example,,,,,performs non-linear regression in POLYMATH for kinetic data in similar screencast,Fogler1st,7.5,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Packed Bed Reactor Design,Uses kinetic data from a differential reactor to calculate the amount of catalyst needed to convert 70% of feed in a larger packed bed reactor.,8:50,http://www.youtube.com/watch?v=WP7DoHgU78c&list=PL25CBC8287575CFB4&feature=share&index=153,1596,18,Rate Expressions,Analyzing Rate Data,,example,,,,,two reactions taking place in a packed bed reactor,Fogler1st,8.4,Rawlings1st,4.6.6,Hill2nd,,,
Kinetics and Reactor Design,Pharmacokinetics: Analyzing Concentration Data (Bio),"Given drug concentrations in a patient's blood measured over a 12 hour period determine the drug decay rate constant, initial concentration of the drug, and volume of the patient's blood using the integral method to analyze the kinetic data.",6:35,https://www.youtube.com/watch?v=zWcm_Z0Dm_s,1138,18,Rate Expressions,Analyzing Rate Data,,example,,,,,"determine rate constant, initial concentration, and volume of reaction",Fogler1st,7.3,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Reaction Rates and Production Rates: Part 1,Demonstrates how to use a stoichiometry matrix to relate reaction rates of individual reactions to production rates of individual species. Part 1 of 2.,5:42,https://www.youtube.com/watch?v=RW-4-Uu-Lm0,603,18,Rate Expressions,Analyzing Rate Data,,example,,,,,demonstrates how to use a stoichiometry matrix to relate reaction rates to production rates,Fogler1st,,Rawlings1st,2.5,Hill2nd,,,
Kinetics and Reactor Design,Reaction Rates and Production Rates: Part 2,"Demonstrates, using matric calculations, how to calculate reaction rates from measurements of production rates using least squares approach to account for measurement errors. Part 2 of 2.",4:51,https://www.youtube.com/watch?v=ZmdDdZda720,298,18,Rate Expressions,Analyzing Rate Data,,example,,,,,demonstrates how to calculate reaction rates from measurements of production rates using matrices,Fogler1st,,Rawlings1st,2.5,Hill2nd,,,
Kinetics and Reactor Design,Reaction Rates from Production Rates: Matlab,"Uses Matlab for matrix calculations to determine the rates of three reactions, when have measurements for the rates of production of the five species involved in the reactions.",6:18,https://www.youtube.com/watch?v=JFtnKRsl4xM,824,18,Rate Expressions,Analyzing Rate Data,,example,,,,,uses matrix calculations to determine the rates of multiple reactions,Fogler1st,,Rawlings1st,2.5,Hill2nd,,,
Kinetics and Reactor Design,Simpson's Rule/Excel,Use Simpson's rule in a spreadsheet to calculate the integral for a set of data.,4:36,https://www.youtube.com/watch?v=z3XP-D1F8MA,4477,18,Rate Expressions,Analyzing Rate Data,,example,,,,,use Simpson's Rule on a spreadsheet to calculate the integral for a set of data,Fogler1st,6.1,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Using Data to Size a PBR Part 1,A packed bed reactor problem involving the determination of the rate constant for a gas phase reaction using experimental data. This information is used to calculate the necessary catalyst weight for the PBR.,8:38,https://www.youtube.com/watch?v=Mj8Pb-0aLd0,199,18,Rate Expressions,Analyzing Rate Data,,example,,,,,determine rate constant for a gas phase reaction using experimental data,Fogler1st,7.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Using Data to Size a PBR Part 2,"A continuation of part 1, this screencast examines the mechanisms of reaction with the catalyst using Langmuir-Hinshelwood kinetics. The determined expressions are compared with the data.",10:12,https://www.youtube.com/watch?v=x9aQwI5BF4A,164,18,Rate Expressions,Analyzing Rate Data,,example,,,,,continuation of part 1 - examines using Langmuir-Hinshelwood kinetics to model reaction,Fogler1st,7.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Introduction to Multiple Reactions and Selectivity,Explains selectivity in chemical reactors and the factors that affect selectivity.,7:02,https://www.youtube.com/watch?v=2ugTnETtIyM,2094,19,Multiple Reactions,"Selectivity & Equilibrium",,intro,,,,,explains selectivity in chemical reactors and the factors that affect selectivity,Fogler1st,8.1,Rawlings1st,,Hill2nd,9.0,,
Kinetics and Reactor Design,Multiple Reactions in a Membrane Reactor (POLYMATH),An example of a membrane reactor that improves selectivity of the desired reaction.,10:50,https://www.youtube.com/watch?v=xAsBmes3xqk,454,19,Multiple Reactions,"Selectivity & Equilibrium",,example,,,,,a membrane reactor that improves selectivity of the desired reaction,Fogler1st,8.6,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Predator-Prey Model,A simple model of the interaction between predator and prey that is set up very similarly to a kinetics model of a system with multiple reactions.,6:59,https://youtu.be/bRg1cYe-mAA?list=PL4xAk5aclnUj1muMDUVRC-6mfimBzoxWX,5,19,Multiple Reactions,"Selectivity & Equilibrium",,example,,,,,simple model of the interaction between predator and prey,Fogler1st,8.2,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Selectivity for Parallel Reactions in Fixed Bed Reactor (Interactive),An interactive screencast that probes how selectivity in parallel reactions is influenced by operating conditions.,1:47,https://youtu.be/P98KdQCYZ3w?list=PL4xAk5aclnUiKXdAQ5nXk7t2sw6hP1R3N,9,19,Multiple Reactions,"Selectivity & Equilibrium",,example,,,,,,,,,,,,,
Kinetics and Reactor Design,Selectivity in a Semibatch Reactor (Interactive Simulation),Describes how to use an interactive simulation that solves the differential equations for an isothermal semibatch reactor in which two paralled reactions take place. The selectivity is calculated for two modes of operation. The simulation is located at: http://demonstrations.wolfram.com/SelectivityInASemibatchReactor/,4:01,http://www.learncheme.com/simulations/kinetics-reactor-design/selectivity-in-a-semibatch-reactor,1,19,Multiple Reactions,"Selectivity & Equilibrium",,,,,,,,,,,,,,,
Kinetics and Reactor Design,Batch Reactor with Multiple Reactions,Setup for a multiple reaction process in an isothermal batch reactor.,2:39,https://www.youtube.com/watch?v=-vuJnQLLkf4,DUPLICATE,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,,,,,,,Fogler1st,,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Batch Reactor with Multiple Reactions (Interactive Simulation),Describes how to use an interactive simulation that solves the differential equations for an isothermal batch reactor in which three reactions take place. This simulation is located at: http://demonstrations.wolfram.com/BatchReactorWithMultipleReactions/,2:26,http://www.learncheme.com/simulations/kinetics-reactor-design/batch-reactor-with-multiple-reactions,2,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,,,,,,,,,,,,,,
Kinetics and Reactor Design,Isothermal Semibatch Reactor with Multiple Reactions,"An example involving a semibatch reactor having two simultaneous reactions. Based on particular operating conditions, determine steady-state results.",7:56,https://youtu.be/SqPO5UUxO_Y?list=PL4xAk5aclnUj1muMDUVRC-6mfimBzoxWX,337,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,,Fogler1st,,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Mass Balance for Reversible Reactions in a Batch Reactor,Presents the mass balances for an isothermal batch reactor in which two reversible reactions take place.,2:43,https://www.youtube.com/watch?v=i8eTZaXb_g0,883,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,intro,,,,,balances for an isothermal batch reactor in which two reversible reactions take place,Fogler1st,8.1,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Multiple Reactions in a CSTR,Solves the mass balance for two reactions (series/parallel) in an isothermal CSTR.  The non-linear algebraic equations are solved with POLYMATH.,6:52,https://www.youtube.com/watch?v=xwMRDuXUUDs,1298,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,solves mass balance for two reactions (series/parallel) in an isothermal CSTR,Fogler1st,,Rawlings1st,4.6.6,Hill2nd,,,
Kinetics and Reactor Design,Multiple Reactions in an Isothermal CSTR,Determine outlet concentrations given reaction kinetics and entering conditions to an isothermal CSTR. Multiple reactions take place in the CSTR.,7:22,http://youtu.be/0b64iHuTuOk?list=PL25CBC8287575CFB4,830,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,solves mass balance for two reactions (series/parallel) in an isothermal CSTR,Fogler1st,8.5,Rawlings1st,4.6.6,Hill2nd,9.0,,
Kinetics and Reactor Design,Multiple Reactions in PBR Part 1,"Examine a three reaction system in a packed bed reactor and determine relationships between operating conditions, size and reaction conversion and selectivity. Part 1 focuses on setting up the material balances and equations necessary to solve.",16:16,https://www.youtube.com/watch?v=YFOsWAB7qtg,901,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,intro,,,,,Examine a three reaction system in a packed bed reactor,Fogler1st,12.3,Rawlings1st,6.5,Hill2nd,,,
Kinetics and Reactor Design,Multiple Reactions in PBR Part 2 (POLYMATH),"A continuation of part 1, this screencast focuses on using POLYMATH to solve the differential equations set up in part 1 and inspect the influences of certain operating conditions on reactor performance.",8:57,https://www.youtube.com/watch?v=iIuwPyhTwoc,517,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,continuation of part 1 using Polymath to solve O.D.E.s,Fogler1st,12.3,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Packed Bed Reactor Example,An example problem involving two reactions taking place in a packed bed reactor. Determine flow rates given information on kinetic rates. ,11:22,http://youtu.be/ZqtYO5bgrRw?list=PL4xAk5aclnUj1muMDUVRC-6mfimBzoxWX,,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,,Fogler1st,,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Parallel Reactions and Selectivity,"Describes the effects of concentration, temperature, and reactor type on selectivity for parallel reactions.",6:55,https://www.youtube.com/watch?v=pYu4BlHrJGo,1424,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,intro,,,,,"describes effects of concentration, temperature, and reactor type on selectivity",Fogler1st,8.3,Rawlings1st,,Hill2nd,9.0,,
Kinetics and Reactor Design,Parallel Reactions in a Batch Reactor,Solves mass balances for an isothermal batch reactor with three parallel reactions. The POLYMATH program is used to solve differential equations.,5:42,https://www.youtube.com/watch?v=ddLABzbxNCs,579,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,12.4,solves mass balances for an isothermal batch reactor with three parallel reactions,Fogler1st,8.3,Rawlings1st,4.6.6,Hill2nd,5.0,,
Kinetics and Reactor Design,Selectivity in a Semibatch Reactor,"Discusses which mode of operation of a semibatch reactor yields higher selectivity for two parallel reactions (A + B react to form products) that have different reaction orders. One mode of operation starts with A in the reactor and adds B, and the other starts with B in the reactor and adds A.",6:37,https://www.youtube.com/watch?v=2yPwvRcQb-E,452,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,conceptual,,,,,discusses which mode of operation of a semibatch reactor yields higher selectivity for two parallel reactions,Fogler1st,8.3,Rawlings1st,4.4,Hill2nd,,,
Kinetics and Reactor Design,Semibatch Reactor with Heat Exchange,Solves the mass and energy balances for a semibatch reactor in which two reactions in series take place. The differential equations are solved with POLYMATH.,8:59,https://youtu.be/zzOhknnxFSc?list=PL4xAk5aclnUj1muMDUVRC-6mfimBzoxWX,300,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,semibatch reactor having two simultaneous reactions,Fogler1st,8.3,Rawlings1st,6.4,Hill2nd,,,
Kinetics and Reactor Design,Series Reaction in a Batch Reactor,Determine the relationships for concentration vs. time for a series reaction in a batch reactor.,7:04,https://www.youtube.com/watch?v=sI5Zf8eUuAk,553,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,intro,,,,12.4,the relationships for concentration vs. time for a series reaction in batch reactor,Fogler1st,8.4,Rawlings1st,4.6.6,Hill2nd,9.0,,
Kinetics and Reactor Design,Series Reaction in a Plug Flow Reactor,Analyzes how the flow rate of an intermediate product for a series reaction depends on feed conversion and rate constants.,5:28,https://www.youtube.com/watch?v=M0XO_5Xvi_o,1418,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,example,,,,,examines intermediate product flow rate in series reaction based on feed conversion and rate constants,Fogler1st,8.4,Rawlings1st,4.6.6,Hill2nd,,,
Kinetics and Reactor Design,Series Reaction in Batch Reactor (Interactive Simulation),Describes how to use an interactive simulation that solves the differential equations that model an isothermal batch reactor in which two reactions take place in series. The simulation is located at: http://demonstrations.wolfram.com/SeriesReactionsInABatchReactor/,2:45,http://www.learncheme.com/simulations/kinetics-reactor-design/series-reactions-in-a-batch-reactor,1,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,,,,,,,,,,,,,,
Kinetics and Reactor Design,Series Reactions and Selectivity,Describes the effect of reaction time on selectivity for a series reaction.,3:37,https://www.youtube.com/watch?v=ZDdnOz49Bec,573,20,Multiple Reactions,"Parallel/Series/Complex Reactions",,intro,,,,,describes the effect of reaction time on selectivity for a series reaction,Fogler1st,8.4,Rawlings1st,,Hill2nd,9.0,,
Kinetics and Reactor Design,Analyzing Tracer Data for a Tank,"Given tracer data for a stirred tank, determine the average residence time and the standard deviation of the distribution. Use Simspon's Rule for integration.",6:05,https://www.youtube.com/watch?v=VH2InSXKn-Y,668,21,Other,Residence Time Distributions,,example,,,,,determine the average residence time and the standard deviation of the distribution,Fogler1st,A.2,Rawlings1st,8.2.2,Hill2nd,,,
Kinetics and Reactor Design,Average Residence Time,Calculate the average residence time using tracer measurement data for a reactor.,3:27,https://www.youtube.com/watch?v=smgIMQyem1U,375,21,Other,Residence Time Distributions,,example,,,,,calculate the average residence time using tracer measurement data for a reactor,Fogler1st,A.2,Rawlings1st,6.5,Hill2nd,,,
Kinetics and Reactor Design,Model Non-Ideal CSTR,"Given a tracer response plot, model a non-ideal CSTR with a combination of ideal reactors, recycle, bypass, and hold-up.",7:16,https://www.youtube.com/watch?v=pU11PLZp8iE,155,21,Other,Residence Time Distributions,,example,,,,,"given a tracer response plot, model a non-ideal CSTR",Fogler1st,A.2,Rawlings1st,8.2.3,Hill2nd,,,
Kinetics and Reactor Design,Modeling Non-Ideal Reactors with CSTRS in Series,"Solves mass balances for first-order reaction in a series of CSTRs, where n CSTRs in series are used to model a non-ideal reactor.",4:34,https://www.youtube.com/watch?v=P1q-ZQhTjas,471,21,Other,Residence Time Distributions,,example,,,,,multiple CSTRs in series are used to model a non-ideal reactor,Fogler1st,A.2,Rawlings1st,8.2.5,Hill2nd,,,
Kinetics and Reactor Design,PFR Residence Time,Calculates the residence time in a plug flow reactor for a gas-phase reaction with mole change.,4:32,https://www.youtube.com/watch?v=dnazFIVhOKs,230,21,Other,Residence Time Distributions,,example,,,,,calculates the residence time in a plug flow reactor for a gas-phase reaction,Fogler1st,6.2,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Polymerization Reactor: Molecular Weight Distribution,"Discusses how molecular weight distribution (MWD) in a polymerization reactor depends on the type of reactor used because the MWD depends on the residence time distribution, the concentration at which reaction takes place, and the chain growth rate.",6:04,https://youtu.be/nEQY5TxQ2-c?list=PL4xAk5aclnUhZ2y2RW-yzKCyTokYpjg63,DUPLICATE,21,Other,Residence Time Distributions,,conceptual,,,,,,Fogler1st,,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Residence Time Distribution Introduction,Introduces the idea that not all molecules spend the same time in a chemical reactor and explains how the residence time distribution can be measured with a tracer.,5:40,https://www.youtube.com/watch?v=wzzWE3LmtVI,2429,21,Other,Residence Time Distributions,,intro,,,,,explains how the residence time distribution can be measured with a tracer,Fogler1st,A.2,Rawlings1st,8.2.1,Hill2nd,11.0,,
Kinetics and Reactor Design,RTD for CSTRs in Series Part 1,Solves mass balances for a tracer injected into the first CSTR in a series to determine the residence time distribution (RTD) for CSTRs in series.,10:10,http://www.youtube.com/watch?v=jql-aOIqo9s&feature=share&list=PL4xAk5aclnUiX_3Z-kR-ExMr5z0wMn1Bx&index=78,812,21,Other,Residence Time Distributions,,example,,,,,determines the residence time distribution (RTD) for CSTRs in series,Fogler1st,A.2,Rawlings1st,8.2.5,Hill2nd,11.0,,
Kinetics and Reactor Design,RTD for CSTRs in Series Part 2,Show plots of the residence time distribution for CSTRs in series. ,2:49,http://www.youtube.com/watch?v=pZLiqvrFGYY&feature=share&list=PL4xAk5aclnUiX_3Z-kR-ExMr5z0wMn1Bx&index=79,379,21,Other,Residence Time Distributions,,example,,,,,shows plots of the residence time distribution for CSTRs in series,Fogler1st,A.2,Rawlings1st,8.2.5,Hill2nd,11.0,,
Kinetics and Reactor Design,Segregated Flow and Residence Time Distribution,A reactor having segregated flow is modeled using a tracer curve and residence time distribution analysis.,6:45,https://www.youtube.com/watch?v=QdTgcvBdWiM,1015,21,Other,Residence Time Distributions,,example,,,,,reactor having segregated flow is modeled using a tracer curve and residence time distribution analysis,Fogler1st,A.2,Rawlings1st,8.3,Hill2nd,11.0,,
Kinetics and Reactor Design,Segregated Flow Example,Shows how the residence time distribution for a reactor and the assumption of segregated flow can be used to calculate conversion in a reactor. Made by faculty at University of Colorado Boulder Department of Chemical & Biological Engineering. Check out our Kinetics and Reactor Design playlist: http://www.youtube.com/playlist?list=PL25CBC8287575CFB4,8:12,https://www.youtube.com/watch?v=v2fyeP6LNN4,88,21,Other,Residence Time Distributions,,example,,,,,shows how the residence time distribution for a reactor and the assumption of segregated flow can be used,Fogler1st,,Rawlings1st,8.3,Hill2nd,,,
Kinetics and Reactor Design,What is Segregated Flow?,"Describes segregated flow in chemical reactors, and how it affects conversion. Made by faculty at University of Colorado Boulder Department of Chemical & Biological Engineering. Check out our Kinetics and Reactor Design playlist: http://www.youtube.com/playlist?list=PL25CBC8287575CFB4",7:49,http://www.youtube.com/watch?v=kz818kFZ3Sg&feature=share&list=PL25CBC8287575CFB4&index=144,97,21,Other,Residence Time Distributions,,intro,,,,,"describes segregated flow in chemical reactors, and how it affects conversion",Fogler1st,,Rawlings1st,8.3,Hill2nd,11.0,,
Kinetics and Reactor Design,Cell Growth in a Batch Reactor (Bio),Develop and plot cell growth kinetics in a batch reactor.,5:18,https://www.youtube.com/watch?v=mJHdBW3-_zU,804,22,Other,Biokinetics,,example,,,,,develop and plot cell growth kinetics in a batch reactor,Fogler1st,9.4,Rawlings1st,4.2,Hill2nd,13.0,,
Kinetics and Reactor Design,Cell vs. Bacteria Growth in a Reactor (Bio),Example of the effects of rate constants on cell and bacteria growth and the simplified exponential relationships that govern cell growth kinetics.,4:29,https://www.youtube.com/watch?v=UJ87JSpGQ1A,536,22,Other,Biokinetics,,example,,,,,effects of rate constants on cell and bacteria growth,Fogler1st,9.4,Rawlings1st,4.10,Hill2nd,,,
Kinetics and Reactor Design,Ethanol Pharmacokinetics (Bio),A model of how ethanol is absorbed and broken down in the human body via first and zeroth order reactions.,4:40,https://www.youtube.com/watch?v=hgbgOQpAt5g,239,22,Other,Biokinetics,,example,,,,,how ethanol is absorbed and broken down in the human body via first and zeroth order reactions,Fogler1st,9.4,Rawlings1st,4.10,Hill2nd,13.0,,
Kinetics and Reactor Design,Ethanol Pharmacokinetics/POLYMATH,A continuation of the Ethanol Pharmacokinetics screencast. The equations are set up in Polymath and then solved for a graphical solution.,5:50,https://www.youtube.com/watch?v=ts9OEX2xdzE,246,22,Other,Biokinetics,,example,,,,,a continuation of the Ethanol Pharmacokinetics screencast,Fogler1st,9.4,Rawlings1st,,Hill2nd,13.0,,
Kinetics and Reactor Design,Introduction to Inhibition of Enzyme Reactions,"Describes the three types if inhibition of enzyme reactions: competitive, noncompetitive, uncompetitive.",6:01,https://youtu.be/cHzyApWlbmA,110,22,Other,Biokinetics,,intro,,,,,Explains different types of inhibition reactions,Fogler1st,9.3,Rawlings1st,,Hill2nd,13,,
Kinetics and Reactor Design,Monod Cell Growth Example (Bio),An example of Monod growth kinetics. Produce a recombinant protein in E. coli and find how long it will take to reach a specified cell density.,4:35,https://www.youtube.com/watch?v=39kf7YdwNOs,2104,22,Other,Biokinetics,,example,,,,,produce a protein via E.Coli and find how long it will take to reach a specified cell density,Fogler1st,9.4,Rawlings1st,4.10,Hill2nd,13.0,,
Kinetics and Reactor Design,Pharmacokinetics Example (Dosing a Patient),Example problem modeling an anesthetic delivery to a human body as either batch (bolus dose) or semi-batch (IV delivery).,5:18,https://www.youtube.com/watch?v=DJ4dho7Exb0,2016,22,Other,Biokinetics,,example,,,,,modeling an anesthetic delivery to a human body as either batch or semi-batch,Fogler1st,9.4,Rawlings1st,4.10,Hill2nd,13.0,,
Kinetics and Reactor Design,Pharmacokinetics: Determining Dosage (Bio),Determine initial concentrations of a drug dose administered to a patient given the reaction rate constant of drug conversion in the body.,3:19,http://youtu.be/2BKpfNB1FRs?list=PL25CBC8287575CFB4,856,22,Other,Biokinetics,,example,,,,,determine drug dose based on kinetic information,Fogler1st,1.4,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Pharmacokinetics: Drug Injection (Bio),Analyzes the change in concentration of drug in body by modeling the plasma volume as a semi-batch reactor. Determine time between drug injections.,10:17,https://www.youtube.com/watch?v=1A23PZOmeIA,453,22,Other,Biokinetics,,example,,,,,analyze the change in concentration of drug in a body,Fogler1st,6.6,Rawlings1st,4.4,Hill2nd,,,
Kinetics and Reactor Design,Washout Calculation for CSTR Bioreactor (Bio),"Using derived equations for washout in a CSTR, determine the dilution rate for cell washout to occur in a bioreactor.",3:02,https://www.youtube.com/watch?v=T6CKM8DVTbY,516,22,Other,Biokinetics,,example,,,,,determine the dilution rate for cell washout to occur in a bioreactor,Fogler1st,9.4,Rawlings1st,,Hill2nd,13.0,,
Kinetics and Reactor Design,Washout Derivation in CSTR Bioreactor (Bio),Derivation of the washout equations for a CSTR bioreactor assuming basic Monod cell growth kinetics. Washout is when feed dilutes reactor to the point no cells are left.,7:54,https://www.youtube.com/watch?v=L_bzv0bbU4M,1053,22,Other,Biokinetics,,intro,,,,,derivation of the washout equations for a CSTR bioreactor assuming basic Monod cell growth ,Fogler1st,9.4,Rawlings1st,4.3,Hill2nd,,,
Kinetics and Reactor Design,Athena Tutorial: Batch Reactor,"Isothermal Batch Reactor: Using setup from part 1, this video complements the numerical solutions in Part 2, through providing a tutorial on the use of Athena Studio for numerical solutions.",7:42,https://www.youtube.com/watch?v=-v3Ml9ARPfg,255,23,Other,Software Tutorials,,example,,,,,provides a tutorial on the use of Athena Studio for numerical solutions,Fogler1st,A.4,Rawlings1st,4.2,Hill2nd,,,
Kinetics and Reactor Design,Athena Tutorial: PFR,"Tutorial on using Athena Software to solve multiple differentials simultaneously, such as those setup in a transient tubular reactor.",13:27,https://www.youtube.com/watch?v=aTfknydorXA,428,23,Other,Software Tutorials,,example,,,,,complements Transient PFR Part 1,Fogler1st,A.4,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Creating Interactive Simulations in Mathematica,Demonstrates how to use the Manipulate command in Mathematica to create interactive graphical output from the solution of two ordinary differential equations. The equations used are for two reactions in a batch reactor.,8:09,https://www.youtube.com/watch?v=5XXiNa53gew,284,23,Other,Software Tutorials,,example,,,,,demonstrates how to use the Manipulate command in Mathematica to create interactive graphical output,Fogler1st,A.4,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,CSTR with Heat Transfer,Demonstrates the behavior of a CSTR with heat transfer through solution in Athena software. Conditions are controlled and plotted with a discussion of its effects on concentration and temperature vs. time.,14:36,https://www.youtube.com/watch?v=p2MLUB8Us5g,186,23,Other,Software Tutorials,,example,,,,,conditions are controlled and plotted with a discussion of its effects on concentration and temperature vs. time,Fogler1st,A.4,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Multiple Regression in Excel,Explains how to use multiple regression in Excel 2010.,5:34,https://www.youtube.com/watch?v=sxKNfB3bwQQ,6377,23,Other,Software Tutorials,,,,yes,,,,Fogler1st,,Rawlings1st,,Hill2nd,,,
Kinetics and Reactor Design,Non-Linear Regression in Mathematica,Demonstrates how to use non-linear regression in Mathematica to determine kinetic parameters. Uses the NonlinearModelFit function in Mathematica.  ,9:39,https://www.youtube.com/watch?v=9SIV9S_-bNk,251,23,Other,Software Tutorials,,example,,,,,performs non-linear regression in POLYMATH for kinetic data in similar screencast,Fogler1st,7.5,Rawlings1st,,Hill2nd,,,
