COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Raoult's Law (Water as Condensable Component),Uses Raoult's law to determine molar fraction of water in a vapor stream that is removed in a condenser.,,G6WZjpVwMaE,,https://www.youtube.com/watch?v=G6WZjpVwMaE
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Raoult's Law Explanation,Explains the shapes of the Pxy and the Txy diagrams for Raoult's law.,,Adr9_2LnQdw,,https://www.youtube.com/watch?v=Adr9_2LnQdw
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Solubility Introduction,Introduces saturated and supersaturated solutions and uses a solubility chart to determine the mass fraction of solute.,,bmeg1mz7G-8,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=bmeg1mz7G-8&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Solving VLE Using Raoult's Law and Iterative Method Solver,Perform a material balance on a vapor-liquid equilibrium system and use Antoine's equations and Excel Solver to determine the system temperature.,,n0RTErCFHpA,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=n0RTErCFHpA&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Ternary Phase Diagram Basics (Simulation),"Uses a simulation to show how ternary phase diagrams are interpreted. This is for a single phase, three component system.",,GXap5CC8MN4,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=GXap5CC8MN4&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Triangular (Ternary) Phase Diagram Example,"Using a triangular phase diagram for a tertiary system, determine compositions of the outlet streams coming from a mixer.",,x1BA85jmaWc,,https://www.youtube.com/watch?v=x1BA85jmaWc
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Using a Triangular (Ternary) Phase Diagram,A brief overview of using a triangular phase diagram for a tertiary system (acetone-water-MIBK).,,gGYHXhcKM5s,,https://www.youtube.com/watch?v=gGYHXhcKM5s
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,Using Solubility Diagrams for Material Balances,Uses a salt solubility diagram to determine concentrations of salt solute in water for a crystallizer material balance.,,4A0BSY93P3c,,https://www.youtube.com/watch?v=4A0BSY93P3c
Material and Energy Balances,Material Balances,Multi-Component Phase Equilibrium,VLLE Immiscible Liquids,Txy diagram is used to explain phases present for vapor-liquid-liquid equilibrium for 2 immiscible species.,,R6SPUMn7Poo,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=R6SPUMn7Poo&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Balances With Phase Equilibrium,Distillation of a Two Component Mixture Part 1,"Example of a material balance on a distillation column used to separate two distinct streams, a vapor and a liquid phase. Both streams include recycle components back into the distillation column.",,iT1S_6o4kAg,,https://www.youtube.com/watch?v=iT1S_6o4kAg
Material and Energy Balances,Material Balances,Balances With Phase Equilibrium,Distillation of a Two Component Mixture Part 2,A continuation of the Distillation Column problem focusing on the reboiler. Determine the operating temperature of the reboiler and the vapor composition recycled to the distillation column.,,61-vqN4IwcE,,https://www.youtube.com/watch?v=61-vqN4IwcE
Material and Energy Balances,Material Balances,Balances With Phase Equilibrium,Gas Stripping (Henry and Raoult's Laws),An example of gas stripping using both Henry's law and Raoult's law as equations which help solve the system.,,jtzoB3MOqxE,,https://www.youtube.com/watch?v=jtzoB3MOqxE
Material and Energy Balances,Material Balances,Balances With Phase Equilibrium,MEB Final Part 3: How To Set Up A Problem/Distillation Column Mass Balance,A final exam review for Material &amp; Energy Balances. This is part 3 of 4.,,l_jok6ChXRA,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=l_jok6ChXRA&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Balances With Phase Equilibrium,MEB Final Part 4: Distillation Column Mass Balance (continued),Continues from MEB Final exam review part 3 for solving material balances on a distillation column.,,Yazl3kNTm7c,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=Yazl3kNTm7c&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Combustion,Complete and Partial Combustion of Ethane,Calculates the ratio of water/dry gas in the stack gas for both complete and partial combustion of ethane,,f-1qQFFX-o8,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=f-1qQFFX-o8&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Combustion,Material Balances on Complete Combustion of Methane,Calculates the moles of air fed to a reactor and the composition of the stack gas for the complete combustion of methane.,,DKOB0TTaFI8,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=DKOB0TTaFI8&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Combustion,Overview of Combustion Chemistry,"Overview of combustion which is the reaction of fuel (usually hydrocarbons) with oxygen to produce water, carbon dioxide/carbon monoxide, and energy. Quickly reviews percent excess air and wet/dry basis.",,oMOK3xIETpc,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=oMOK3xIETpc&list=PLD4476BAFA5A65111
Material and Energy Balances,Material Balances,Combustion,Percent Excess Air (Combustion),Introduces percent excess air for combustion reactions.,,cpceKdgArt4,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=cpceKdgArt4&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Adiabatic Compression of an Ideal Gas,"Calculate the adiabatic temperature for compression of an ideal gas, both reversibly and irreversibly.",,Gag_HoWlLnE,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=Gag_HoWlLnE&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Bernoulli Equation Example,Given a pipe system determine the height water would reach leaving the pipe.,,0_ABJFzQbn0,,https://www.youtube.com/watch?v=0_ABJFzQbn0
Material and Energy Balances,Energy Balances,Energy Balances,Energy Balance on a Condenser,Calculates the cooling duty required to condense and cool acetone from 100C to 25C using an energy balance.,,Y3D2eHOzXHw,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=Y3D2eHOzXHw&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Energy Balance on a Heat Exchanger,An energy balance is done on a steady-state heat exchanger in which superheated steam is used to heat a reaction stream. Steam tables are used to determine the values in the energy balance.,,g6fhEYYM3Uk,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=g6fhEYYM3Uk&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Energy Balance on a Human (BIO),Applies the first law to a human and calculates the temperature increase if the body is modeled as a closed system and the water loss if modeled as an open system.,,N_53gX0_jUc,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=N_53gX0_jUc&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Energy Balance on Open System (PAV Device) (BIO),Compare two biomedical devices for reducing work done by the heart. An energy balance is performed from the veins to the aorta.,,RLazOv4EVR4,,https://www.youtube.com/watch?v=RLazOv4EVR4
Material and Energy Balances,Energy Balances,Energy Balances,Gas Expansion from a Tank,"A valve controls the release of an ideal gas from a tank into a piston-cylinder. Given information about the initial and final conditions, determine the missing state variables by performing an energy balance.",,E-Gn2DScjyA,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=E-Gn2DScjyA&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Introduction to Energy,An introduction to the first law and explanation of the terms in the energy balance.,,RF778F-D6p8,,https://www.youtube.com/watch?v=RF778F-D6p8
Material and Energy Balances,Energy Balances,Energy Balances,Open and Closed Systems,Gives the energy balance for both open and closed systems and compares the two.,,chikVeNS3-c,,https://www.youtube.com/watch?v=chikVeNS3-c
Material and Energy Balances,Energy Balances,Energy Balances,Problem Solving Approach,Problem solving approach to solve closed system energy balance.,,ZuyzmjLKJ24,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=ZuyzmjLKJ24&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Energy Balances,Throttle: Changing Gas Pressure,Determine the outlet temperature when a high-pressure liquid is throttled.,,sBbNmJakytQ,,https://www.youtube.com/watch?v=sBbNmJakytQ
Material and Energy Balances,Energy Balances,Tables/Charts,Compare Steam Tables to Ideal Gas Law,Calculates the volume of a gas using the ideal gas law and compares to the volume at the same conditions from the steam tables.,,kw862Ak1Fyg,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=kw862Ak1Fyg&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Tables/Charts,Compressibility Factor Chart (simulation),"Describes how to use an interactive simulation that shows plots of compressibility factor versus reduced pressure, with reduced temperature as a parameter, for five molecules.",,6y8IIX1x9qk,,https://www.youtube.com/watch?v=6y8IIX1x9qk
Material and Energy Balances,Energy Balances,Tables/Charts,How to use a Psychrometric Chart,"Explains how to read on a psychrometric chart: dry bulb temperature, relative humidity, moisture content, dew point temperature, enthalpy, humid air volume, and wet bulb temperature. Uses the interactive simulation https://demonstrations.wolfram.com/ReadingAPsychrometricChart/",,IVwniWExPgA,PL4xAk5aclnUiDazeSqz59Zb9NC1a2AK0q,https://www.youtube.com/watch?v=IVwniWExPgA&list=PL4xAk5aclnUiDazeSqz59Zb9NC1a2AK0q
Material and Energy Balances,Energy Balances,Tables/Charts,How to Use Steam Tables,Simple steam tables are introduced and differences between types of steam are presented.,,NDVsypmpTKo,,https://www.youtube.com/watch?v=NDVsypmpTKo
Material and Energy Balances,Energy Balances,Tables/Charts,Introduction to Steam Tables,"Steam tables are used to solve two example problems: 1) density at critical point, 2), quality of liquid-vapor mixture.",,iLsyOQiqyBU,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=iLsyOQiqyBU&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Tables/Charts,Introduction to Steam Tables 2,"Steam tables are used to solve two example problems: 1) throttle liquid water from high pressure, 2) heat liquid-vapor mixture at constant volume.",,tIQTJBPpA_E,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=tIQTJBPpA_E&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Tables/Charts,Properties of Liquid Water in Steam Tables,Determines the properties of liquid water when the pressure is greater than saturation pressure using the steam tables.,,zW5wx2Ayvw0,,https://www.youtube.com/watch?v=zW5wx2Ayvw0
Material and Energy Balances,Energy Balances,Tables/Charts,Psychrometric Chart Examples,Calculates heat required to raise the temperature of saturated air and determines which of two systems has the lower wet bulb temperature. Uses the interactive simulation: https://demonstrations.wolfram.com/ReadingAPsychrometricChart/,,RnQGyhxrRYo,PL4xAk5aclnUiDazeSqz59Zb9NC1a2AK0q,https://www.youtube.com/watch?v=RnQGyhxrRYo&list=PL4xAk5aclnUiDazeSqz59Zb9NC1a2AK0q
Material and Energy Balances,Energy Balances,Tables/Charts,Quality of Steam,Defines vapor quality and compares mass percent and volume percent of steam.,,P_vCu16UTXk,,https://www.youtube.com/watch?v=P_vCu16UTXk
Material and Energy Balances,Energy Balances,Tables/Charts,Quality of Steam: Mass and Volume Fractions,"Demonstrates the difference between mass and volume fractions, as a function of quality, for vapor-liquid equilibrium of water.",,HiB3kMZl9tQ,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=HiB3kMZl9tQ&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Tables/Charts,Reading a Psychrometric Chart (Simulation),Uses an interactive simulation to show how to read a psychrometric chart and extract information from the chart.,,LcQ47EdU5sw,,https://www.youtube.com/watch?v=LcQ47EdU5sw
Material and Energy Balances,Energy Balances,Tables/Charts,Reading Compressibility Factor Charts,"Uses an interactive simulation to explain how to read generalized compressibility factor charts, which are based on the theory of corresponding states. These charts show how real gas behavior deviates from ideal gas behavior.",,NVH3EqWbbRQ,,https://www.youtube.com/watch?v=NVH3EqWbbRQ
Material and Energy Balances,Energy Balances,Tables/Charts,Steam Table Example,Presents an example on how to use the steam tables to find enthalpy changes as well as volumetric flows of steam.,,9UH_lHMuHxo,,https://www.youtube.com/watch?v=9UH_lHMuHxo
Material and Energy Balances,Energy Balances,Tables/Charts,Steam Tables: Calculating Quality,Calculates the quality of a two-phase water mixture in vapor-liquid equilibrium using steam tables.,,J6LgIO3qdO0,,https://www.youtube.com/watch?v=J6LgIO3qdO0
Material and Energy Balances,Energy Balances,Tables/Charts,Steam Tables: Constant Volume Process,Use steam tables to determine the final conditions when water vapor is cooled.,,geC_z5WIrZo,PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I,https://www.youtube.com/watch?v=geC_z5WIrZo&list=PL4xAk5aclnUiyy5I6QsjJ_3rdKoO0q04I
Material and Energy Balances,Energy Balances,Tables/Charts,Steam Tables: Interpolation,Example problems that calculate enthalpy of steam by interpolation of steam tables.,,3aWjbd5Xj0M,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=3aWjbd5Xj0M&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Tables/Charts,Using the DePriester Chart for Vapor Liquid Equilibrium (simulation),"Uses an interactive simulation to explain how to use a DePriester chart for hydrocarbons to determine K values and show how K values change with temperature, pressure, and hydrocarbon.",,1fZkmYRQ1Xs,,https://www.youtube.com/watch?v=1fZkmYRQ1Xs
Material and Energy Balances,Energy Balances,Tables/Charts,Water Properties from Steam Tables,Use steam tables to determine properties of water.,,nubT0iP7cCs,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=nubT0iP7cCs&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Adiabatic Mixing,Calculates the outlet temperature of an adiabatic mixing process using enthalpy concentration diagrams.,,oRnArMLVL1U,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=oRnArMLVL1U&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Calculate Physical Properties Using Humidity Charts,Uses humidity charts to calculate the dew point and the wet bulb temperature of a system.,,REA7qsMktoI,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=REA7qsMktoI&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Choosing a Reference State (Example),An example problem detailing the use of a reference state in determining the change in enthalpy of vapor system reaching equilibrium.,,XXWmyBmMX38,,https://www.youtube.com/watch?v=XXWmyBmMX38
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Heat of Mixing,Calculate heat of mixing when two solutions are mixed.,,gDclgWqZhy4,,https://www.youtube.com/watch?v=gDclgWqZhy4
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Heat of Reaction (from Heat of Formation),Determine the heat of reaction at a higher temperature from the heat of reaction at 25C.,,zYA1cYDghUw,,https://www.youtube.com/watch?v=zYA1cYDghUw
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Heat of Vaporization: Antoine's Equation,"Uses Antoine's equation, which relates saturation pressure to temperature, to determine the heat of vaporization using the Clausius-Clapeyron equation.",,uEdgwhPPUE4,,https://www.youtube.com/watch?v=uEdgwhPPUE4
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Heat of Vaporization: Clausius-Clapeyron,Estimate the heat of vaporization using the Clausius-Clapeyron equation.,,ShiEYZqLL_I,,https://www.youtube.com/watch?v=ShiEYZqLL_I
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Humidity Chart Example,"Uses humidity chart to model a heating process. Obtains specific enthalpy, humid volume, and relative humidity values from the humidity charts.",,czZpZl9crTM,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=czZpZl9crTM&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Humidity Chart: Adiabatic Cooling,Calculates the outlet temperature and rate of water evaporation in a spray chamber for an adiabatic cooling process using the humidity charts.,,1oMwioiEl-Q,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=1oMwioiEl-Q&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Including a Phase Change in an Energy Balance,Overview of sensible and latent heats and how to account for phase changes in energy balances.,,zyuW9xU3ljU,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=zyuW9xU3ljU&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Irreversible Adiabatic Expansion,"Energy balance on an ideal gas that undergoes irreversible, adiabatic expansion.",,NdTkzvMV9u8,,https://www.youtube.com/watch?v=NdTkzvMV9u8
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Isothermal Mixing,Calculates the heat released during an isothermal mixing process using an enthalpy concentration diagram.,,xgJT88X4PV0,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=xgJT88X4PV0&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Latent Heat,Provides an overview of latent heat. Calculates the heat required to vaporize and condense 100 mol of water at 100C and atmospheric pressure.,,Cwzwv07RFik,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=Cwzwv07RFik&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Reference States in Enthalpy Calculations,An overview of what reference states are and how to use them in calculating enthalpy changes for a variety of systems.,,pJMwOuWKUwg,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=pJMwOuWKUwg&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Sensible Heat from Specific Enthalpy,Example using physical properties to perform sensible heat calculations. Calculates the heat required to increase the temperature of water vapor from 100C to 300C.,,6786xQRCbHk,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=6786xQRCbHk&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,Thermochemistry of Solutions,Calculates the heat of reaction for the neutralization of sulfuric acid with sodium hydroxide.,,ls6HsatGJeE,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=ls6HsatGJeE&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Nonreactive Processes,What is Enthalpy?,"Presents the definition of enthalpy, its differential, and its use in energy balances.",,AK9JIFyzqMY,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=AK9JIFyzqMY&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Adiabatic Flame Temperature,Calculates the adiabatic flame temperature when butane burns in pure oxygen.,,EQS69hRyy_Q,,https://www.youtube.com/watch?v=EQS69hRyy_Q
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Calculating Enthalpy Changes Using Heat of Reaction Method,An example problem where the enthalpy change of a reaction is determined using the heat of reaction method and material balances.,,z438ssCWhdw,,https://www.youtube.com/watch?v=z438ssCWhdw
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Calculating Enthalpy Changes Using Heats of Formation Method,An example problem where the enthalpy change of a reaction is determined using the heats of formation method and material balances.,,OCX8LuKnNgY,,https://www.youtube.com/watch?v=OCX8LuKnNgY
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Energy Balances with Unknown Outlet Conditions,Performs an energy balance to calculate the unknown outlet temperature.,,FPDPxAp-Ms0,,https://www.youtube.com/watch?v=FPDPxAp-Ms0
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Heat of Combustion,Uses Hess's law to show how heat of combustion is used to calculate the heat of reaction.,,f_pwhtjPSRQ,,https://www.youtube.com/watch?v=f_pwhtjPSRQ
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Heat Removal from a Chemical Reactor,Determine heat removal so that a chemical reactor is isothermal.,,9MauG9JoeMI,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=9MauG9JoeMI&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Heats of Formation,An example problem using heats of reaction to determine the heat of formation of one of the reactants.,,l47cfr_ftNY,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=l47cfr_ftNY&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Hess's Law,Explains Hess's law and provides an example of how to use it to solve for the heat of reaction for an equation.,,m_f3d6QsWH8,,https://www.youtube.com/watch?v=m_f3d6QsWH8
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,MEB Final Part 1: Dew Point of Combustion Reaction,A final exam review for Material &amp; Energy Balances. This is part 1 of 4.,,KySIkM_dY7c,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=KySIkM_dY7c&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,MEB Final Part 2: Dew Point of Combustion Reaction (continued),A final exam review for Material &amp; Energy Balances. This is part 2 of 4.,,BRw4fRMf73A,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=BRw4fRMf73A&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Reactive Processes,Steam Reformer Material and Energy Balances,Use atomic balances and a general energy balance on an adiabatic reactor to determine the molar flow rates of outgoing product streams in the gas-phase steam reforming of propane.,,w1WhplWvp6g,PLD4476BAFA5A65111,https://www.youtube.com/watch?v=w1WhplWvp6g&list=PLD4476BAFA5A65111
Material and Energy Balances,Energy Balances,Balances on Transient Processes,Unsteady-State Energy Balance (Steam Tables),Unsteady-state energy balance on a tank containing steam to which additional steam is added. Uses steam tables.,,wEEAr4aD_bU,,https://www.youtube.com/watch?v=wEEAr4aD_bU
Material Science,Atomic Bonding,,Atomic Bonding,Describes the three types of atomic bonding and presents the equation used to calculate percent ionic character.,,w5BNUfjHimg,,https://www.youtube.com/watch?v=w5BNUfjHimg
Material Science,Structures of Metals and Ceramics,,(111) Planes in FCC Metal,Determines how many distinct sets of (111) planes are present in a face-centered cubic metal.,,uK9ChO6YBak,,https://www.youtube.com/watch?v=uK9ChO6YBak
Material Science,Structures of Metals and Ceramics,,Calculate Metal Density,Calculate the density of a metal from its atomic radius and atomic mass.,,58E-D90KyjA,,https://www.youtube.com/watch?v=58E-D90KyjA
Material Science,Structures of Metals and Ceramics,,Carbon Allotropes (external author),"A discussion of carbon allotropes - including diamond, lonsdaleite, graphite, and the fullerenes.",,vYkyUqUa6vU,,https://www.youtube.com/watch?v=vYkyUqUa6vU
Material Science,Structures of Metals and Ceramics,,Crystal Plane Miller Indices,Explains the Miller indices notation used to label planes in a crystal structure.,,pMTA_wiY784,,https://www.youtube.com/watch?v=pMTA_wiY784
Material Science,Structures of Metals and Ceramics,,Crystal Systems and Ceramic Structures,The seven crystal systems are discussed and examples of cubic and tetragonal structures are given. Ceramic structures are discussed and an example of the perovskite unit cell is given.,,gaMdTc-qLVg,,https://www.youtube.com/watch?v=gaMdTc-qLVg
Material Science,Structures of Metals and Ceramics,,Diamond Structure (external author),Visual of diamond unit cell.,,fttbi6g0m_Y,,https://www.youtube.com/watch?v=fttbi6g0m_Y
Material Science,Structures of Metals and Ceramics,,Direction in a HCP Unit Cell,Draw a direction on hexgonal close-packed unit cell diagram.,,Ee65Deql6HU,,https://www.youtube.com/watch?v=Ee65Deql6HU
Material Science,Structures of Metals and Ceramics,,Directions in Crystals,The indices for directions in a crystal are determined.,,9Rjp9i0H7GQ,,https://www.youtube.com/watch?v=9Rjp9i0H7GQ
Material Science,Structures of Metals and Ceramics,,"Lattice Structures, Part 1 (external author)",Part one of a two-part sequence on the structure of solids.,,Rm-i1c7zr6Q,,https://www.youtube.com/watch?v=Rm-i1c7zr6Q
Material Science,Structures of Metals and Ceramics,,"Lattice Structures, Part 2 (external author)","Part two of a two-part sequence on lattice structure. Covers tetrahedral and octahedral holes and the structures of halite, fluorite, and sphalerite.",,F4Du4zI4GJ0,,https://www.youtube.com/watch?v=F4Du4zI4GJ0
Material Science,Structures of Metals and Ceramics,,Linear and Planar Densities,Calculates the linear and planar densities of a metal.,,9Rd8349JwWc,,https://www.youtube.com/watch?v=9Rd8349JwWc
Material Science,Structures of Metals and Ceramics,,Miller-Bravais Indices: Hexagonal Structure,Determines the four-parameter Miller-Bravais indices for an hexagonal unit cell.,,vK913oWl_XI,,https://www.youtube.com/watch?v=vK913oWl_XI
Material Science,Structures of Metals and Ceramics,,Packing Factor for a Body-Centered Cubic Structure,Calculates the atomic packing factor (fraction of the unit cell occupied by atoms) for a body-centered cubic (BCC) structure.,,ZrKIjA6LSDU,,https://www.youtube.com/watch?v=ZrKIjA6LSDU
Material Science,Structures of Metals and Ceramics,,Radius of a Metal Atom and Metal Density,Uses the unit cell structure and dimensions to determine the radius of a lead atom and the density of lead.,,1ZoUpHGQmL4,,https://www.youtube.com/watch?v=1ZoUpHGQmL4
Material Science,Structures of Metals and Ceramics,,Rock Salt Structure,"Describes the rock salt crystal structure, which is the structure of FeO.",,EaeR9YPOKJ8,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=EaeR9YPOKJ8&list=PLC9CE6BFBB0D003CD
Material Science,Structures of Metals and Ceramics,,Tetrahedral and Octahedral Sites,Describe the locations of tetrahedral and octahedral sites in a face-centered cubic (FCC) crystal structure.,,TIXWnr3sdY4,,https://www.youtube.com/watch?v=TIXWnr3sdY4
Material Science,Structures of Metals and Ceramics,,Unit Cell Length for Iron Oxide,Uses the density and the structure of FeO to determine its unit cell dimension.,,4VLoIzdjaTg,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=4VLoIzdjaTg&list=PLC9CE6BFBB0D003CD
Material Science,Structures of Metals and Ceramics,,XRD Peak Analysis,Find the Miller indices of a peak in a x-ray diffraction pattern for copper.,,MU2jpHg2vX8,,https://www.youtube.com/watch?v=MU2jpHg2vX8
Material Science,Imperfections in Solids,,Hume-Rothery Rules,Applies the Hume-Rothery rules to predict solubility of an aluminum-silicon alloy.,,5yW9YnOcEpg,,https://www.youtube.com/watch?v=5yW9YnOcEpg
Material Science,Imperfections in Solids,,Point Defects in Ceramics,Describes vacancy and interstitial defects in a salt crystal.,,nDa2wcpX0Zc,,https://www.youtube.com/watch?v=nDa2wcpX0Zc
Material Science,Imperfections in Solids,,Vacancies in Metals,Calculates the fraction of vacancies in a copper crystal structure at 1000Â°C.,,idqQhFwg-mo,,https://www.youtube.com/watch?v=idqQhFwg-mo
Material Science,Diffusion,,Diffusion into a Solid,Calculates the time for carbon to diffuse into a metal alloy at high temperature.,,gjoHxwMzptk,,https://www.youtube.com/watch?v=gjoHxwMzptk
Material Science,Diffusion,,Hydrogen Diffusion through Palladium,"Use Fick's law to calculate the temperature needed to obtain a desired flux of hydrogen, which is diffusing through a palladium membrane.",,NGp_Gkbtvt4,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=NGp_Gkbtvt4&list=PLC9CE6BFBB0D003CD
Material Science,Mechanical Properties,,Area Moment of Inertia of a Wide-Flange Beam,"Calculates the area moment of inertia for a wide-flange beam by breaking it into three parts: the web, the upper flange, and the lower flange. Note that the flanges support the majority of the normal stress because they are far from the centroid. The web supports very little normal stress. When a wide-flange beam is loaded sideways, its moment of inertia is only about 1-3 as large.",,pIUWv7UcHQo,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=pIUWv7UcHQo&list=PLC9CE6BFBB0D003CD
Material Science,Mechanical Properties,,Elastic Properties of Metals,Uses the elastic properties of metals to select a material for a design problem.,,AZ-vD13QDYg,,https://www.youtube.com/watch?v=AZ-vD13QDYg
Material Science,Mechanical Properties,,Engineering Stress and Strain,Demonstrates how to calculate engineering stress and strain.,,7Eiv7Qr4HQ8,,https://www.youtube.com/watch?v=7Eiv7Qr4HQ8
Material Science,Mechanical Properties,,Moment of Inertia for a Circular Beam,Derives the moment of inertia for a beam with a circular cross section.,,-N--G6Co_0Q,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=-N--G6Co_0Q&list=PLC9CE6BFBB0D003CD
